trainSet	testSet	neighbourhood	neighbourhoodSize	threshold	predictor	similarityMetric	predictionMetric	socialNeighbourhood	socialThreshold	RMSE	runTime
0.1_set2.base	0.1_set2.test	threshold	null	0.0	userbased	pearson	adjweighted	null	null	0.8805193421749952	18.271658
0.1_set2.base	0.1_set2.test	threshold	null	0.1	userbased	cosine	weighted	null	null	0.8945056090317546	1.190992
0.1_set2.base	0.1_set2.test	threshold	null	0.1	userbased	cosine	adjusted	null	null	0.886218481854505	1.185518
0.1_set2.base	0.1_set2.test	threshold	null	0.1	userbased	cosine	adjweighted	null	null	0.8862241192362574	1.191197
0.1_set2.base	0.1_set2.test	threshold	null	0.1	userbased	pearson	weighted	null	null	0.8891257172577949	1.089355
0.1_set2.base	0.1_set2.test	threshold	null	0.1	userbased	pearson	adjusted	null	null	0.8804196779794926	1.085143
0.1_set2.base	0.1_set2.test	threshold	null	0.1	userbased	pearson	adjweighted	null	null	0.8805154228354453	1.083491
0.1_set2.base	0.1_set2.test	threshold	null	0.2	userbased	cosine	weighted	null	null	0.8945056090317546	1.18315
0.1_set2.base	0.1_set2.test	threshold	null	0.2	userbased	cosine	adjusted	null	null	0.886218481854505	1.180958
0.1_set2.base	0.1_set2.test	threshold	null	0.2	userbased	cosine	adjweighted	null	null	0.8862241192362574	1.190035
0.1_set2.base	0.1_set2.test	threshold	null	0.2	userbased	pearson	weighted	null	null	0.8891483967727757	1.076271
0.1_set2.base	0.1_set2.test	threshold	null	0.2	userbased	pearson	adjusted	null	null	0.8803597636900984	1.081231
0.1_set2.base	0.1_set2.test	threshold	null	0.2	userbased	pearson	adjweighted	null	null	0.880467128707198	1.075684
0.1_set2.base	0.1_set2.test	threshold	null	0.3	userbased	cosine	weighted	null	null	0.8945056090317546	1.178882
0.1_set2.base	0.1_set2.test	threshold	null	0.3	userbased	cosine	adjusted	null	null	0.886218481854505	1.187275
0.1_set2.base	0.1_set2.test	threshold	null	0.3	userbased	cosine	adjweighted	null	null	0.8862241192362574	1.203135
0.1_set2.base	0.1_set2.test	threshold	null	0.3	userbased	pearson	weighted	null	null	0.8891625989833484	1.087438
0.1_set2.base	0.1_set2.test	threshold	null	0.3	userbased	pearson	adjusted	null	null	0.8803597730171562	1.082269
0.1_set2.base	0.1_set2.test	threshold	null	0.3	userbased	pearson	adjweighted	null	null	0.8804638474475613	1.094813
0.1_set2.base	0.1_set2.test	threshold	null	0.4	userbased	cosine	weighted	null	null	0.8945056090317546	1.182587
0.1_set2.base	0.1_set2.test	threshold	null	0.4	userbased	cosine	adjusted	null	null	0.886218481854505	1.197468
0.1_set2.base	0.1_set2.test	threshold	null	0.4	userbased	cosine	adjweighted	null	null	0.8862241192362574	1.178302
0.1_set2.base	0.1_set2.test	threshold	null	0.4	userbased	pearson	weighted	null	null	0.8891958313431263	1.090034
0.1_set2.base	0.1_set2.test	threshold	null	0.4	userbased	pearson	adjusted	null	null	0.8803865282784076	1.088132
